"CoC Number","CoC Name","Total Homeless, 2008","Sheltered Homeless, 2008","Unsheltered Homeless, 2008","Homeless Individuals, 2008","Sheltered Homeless Individuals, 2008","Unsheltered Homeless Individuals, 2008","Homeless People in Families, 2008","Sheltered Homeless People in Families, 2008","Unsheltered Homeless People in Families, 2008","Chronically Homeless Individuals, 2008","Sheltered Chronically Homeless Individuals, 2008","Unsheltered Chronically Homeless Individuals, 2008"
"MI-507","Portage/Kalamazoo City & County CoC","862.0","783.0","79.0","276.0","233.0","43.0","586.0","550.0","36.0","70.0","70.0","0.0"
"MI-508","Lansing/East Lansing/Ingham County CoC","408.0","391.0","17.0","205.0","188.0","17.0","203.0","203.0","0.0","122.0","105.0","17.0"
"MI-509","Ann Arbor/Washtenaw County CoC","413.0","357.0","56.0","285.0","229.0","56.0","128.0","128.0","0.0","85.0","48.0","37.0"
"MI-510","Saginaw City & County CoC","361.0","274.0","87.0","237.0","178.0","59.0","124.0","96.0","28.0","57.0","56.0","1.0"
"MI-511","Lenawee County CoC","93.0","85.0","8.0","45.0","43.0","2.0","48.0","42.0","6.0","20.0","19.0","1.0"
"MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","241.0","216.0","25.0","165.0","140.0","25.0","76.0","76.0","0.0","55.0","36.0","19.0"
"MI-513","Marquette, Alger Counties CoC","37.0","37.0","0.0","16.0","16.0","0.0","21.0","21.0","0.0","0.0","0.0","0.0"
"MI-514","Battle Creek/Calhoun County CoC","274.0","164.0","110.0","193.0","91.0","102.0","81.0","73.0","8.0","46.0","46.0","0.0"
"MI-515","Monroe City & County CoC","142.0","131.0","11.0","109.0","98.0","11.0","33.0","33.0","0.0","16.0","6.0","10.0"
"MI-516","Norton Shores/Muskegon City & County CoC","351.0","171.0","180.0","113.0","88.0","25.0","238.0","83.0","155.0","16.0","9.0","7.0"
"MI-517","Jackson City & County CoC","414.0","344.0","70.0","217.0","161.0","56.0","197.0","183.0","14.0","2.0","1.0","1.0"
"MI-518","Livingston County CoC","63.0","58.0","5.0","25.0","20.0","5.0","38.0","38.0","0.0","4.0","3.0","1.0"
"MI-519","Holland/Ottawa County CoC","291.0","291.0","0.0","120.0","120.0","0.0","171.0","171.0","0.0","6.0","6.0","0.0"
"MI-523","Eaton County CoC","197.0","105.0","92.0","37.0","2.0","35.0","160.0","103.0","57.0","3.0","2.0","1.0"
"MN-500","Minneapolis/Hennepin County CoC","3369.0","2813.0","556.0","1670.0","1150.0","520.0","1699.0","1663.0","36.0","905.0","668.0","237.0"
"MN-501","Saint Paul/Ramsey County CoC","1294.0","1170.0","124.0","618.0","503.0","115.0","676.0","667.0","9.0","240.0","189.0","51.0"
"MN-502","Rochester/Southeast Minnesota CoC","446.0","413.0","33.0","143.0","127.0","16.0","303.0","286.0","17.0","32.0","26.0","6.0"
"MN-503","Dakota, Anoka, Washington, Scott, Carver Counties","800.0","664.0","136.0","141.0","95.0","46.0","659.0","569.0","90.0","38.0","18.0","20.0"
"MN-504","Northeast Minnesota CoC","230.0","114.0","116.0","98.0","38.0","60.0","132.0","76.0","56.0","24.0","4.0","20.0"
"MN-505","St. Cloud/Central Minnesota CoC","389.0","313.0","76.0","187.0","144.0","43.0","202.0","169.0","33.0","69.0","33.0","36.0"
"MN-506","Northwest Minnesota CoC","230.0","199.0","31.0","75.0","52.0","23.0","155.0","147.0","8.0","39.0","28.0","11.0"
"MN-508","Moorhead/West Central Minnesota CoC","242.0","165.0","77.0","144.0","75.0","69.0","98.0","90.0","8.0","82.0","49.0","33.0"
"MN-509","Duluth/St.Louis County CoC","501.0","294.0","207.0","270.0","105.0","165.0","231.0","189.0","42.0","105.0","35.0","70.0"
"MN-511","Southwest Minnesota CoC","143.0","125.0","18.0","42.0","28.0","14.0","101.0","97.0","4.0","3.0","2.0","1.0"
"MO-500","St. Louis County CoC","458.0","396.0","62.0","115.0","64.0","51.0","343.0","332.0","11.0","59.0","29.0","30.0"
"MO-501","St.Louis City CoC","1386.0","1173.0","213.0","800.0","587.0","213.0","586.0","586.0","0.0","258.0","238.0","20.0"
"MO-503","St. Charles, Lincoln, Warren Counties CoC","593.0","305.0","288.0","253.0","126.0","127.0","340.0","179.0","161.0","35.0","23.0","12.0"
"MO-600","Springfield/Greene, Christian, Webster Counties CoC","713.0","506.0","207.0","451.0","304.0","147.0","262.0","202.0","60.0","91.0","4.0","87.0"
"MO-602","Joplin/Jasper, Newton Counties CoC","380.0","307.0","73.0","282.0","209.0","73.0","98.0","98.0","0.0","14.0","11.0","3.0"
"MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties CoC","159.0","131.0","28.0","72.0","51.0","21.0","87.0","80.0","7.0","17.0","14.0","3.0"
"MO-604a","Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS","2260.0","1669.0","591.0","1262.0","905.0","357.0","998.0","764.0","234.0","570.0","448.0","122.0"
"MO-606","Missouri Balance of State CoC","1904.0","1229.0","675.0","1066.0","592.0","474.0","838.0","637.0","201.0","205.0","146.0","59.0"
"MS-500","Jackson/Rankin, Madison Counties CoC","1302.0","795.0","507.0","1208.0","703.0","505.0","94.0","92.0","2.0","656.0","342.0","314.0"
"MS-501","Mississippi Balance of State CoC","385.0","344.0","41.0","233.0","192.0","41.0","152.0","152.0","0.0","99.0","70.0","29.0"
"MS-503","Gulf Port/Gulf Coast Regional CoC","274.0","67.0","207.0","256.0","53.0","203.0","18.0","14.0","4.0","122.0","5.0","117.0"
"MT-500","Montana Statewide CoC","1417.0","1007.0","410.0","968.0","617.0","351.0","449.0","390.0","59.0","138.0","46.0","92.0"
"NC-500","Winston Salem/Forsyth County CoC","452.0","423.0","29.0","366.0","337.0","29.0","86.0","86.0","0.0","141.0","136.0","5.0"
"NC-501","Asheville/Buncombe County CoC","509.0","429.0","80.0","407.0","330.0","77.0","102.0","99.0","3.0","175.0","112.0","63.0"
"NC-502","Durham City & County CoC","590.0","554.0","36.0","474.0","438.0","36.0","116.0","116.0","0.0","105.0","69.0","36.0"
"NC-503","North Carolina Balance of State CoC","2742.0","1830.0","912.0","1513.0","1012.0","501.0","1229.0","818.0","411.0","291.0","105.0","186.0"
"NC-504","Greensboro/High Point CoC","987.0","879.0","108.0","680.0","584.0","96.0","307.0","295.0","12.0","101.0","51.0","50.0"
"NC-505","Charlotte/Mecklenberg CoC","1988.0","1550.0","438.0","1519.0","1089.0","430.0","469.0","461.0","8.0","261.0","232.0","29.0"
"NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","496.0","427.0","69.0","319.0","252.0","67.0","177.0","175.0","2.0","106.0","77.0","29.0"
"NC-507","Raleigh/Wake County CoC","1144.0","1071.0","73.0","826.0","753.0","73.0","318.0","318.0","0.0","109.0","91.0","18.0"
"NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","920.0","257.0","663.0","760.0","192.0","568.0","160.0","65.0","95.0","105.0","7.0","98.0"
"NC-511","Fayetteville/Cumberland County CoC","1074.0","266.0","808.0","606.0","94.0","512.0","468.0","172.0","296.0","115.0","14.0","101.0"
"NC-513","Chapel Hill/Orange County CoC","195.0","177.0","18.0","156.0","141.0","15.0","39.0","36.0","3.0","58.0","50.0","8.0"
"NC-516","Northwest North Carolina CoC","1314.0","162.0","1152.0","1123.0","115.0","1008.0","191.0","47.0","144.0","260.0","20.0","240.0"
"ND-500","North Dakota Statewide CoC","615.0","596.0","19.0","375.0","362.0","13.0","240.0","234.0","6.0","51.0","50.0","1.0"
"NE-500","Nebraska Balance of State CoC","1637.0","1237.0","400.0","608.0","457.0","151.0","1029.0","780.0","249.0","78.0","53.0","25.0"
"NE-501","Omaha/Council Bluffs CoC","1197.0","1125.0","72.0","928.0","856.0","72.0","269.0","269.0","0.0","550.0","500.0","50.0"
"NE-502","Lincoln CoC","1151.0","865.0","286.0","708.0","511.0","197.0","443.0","354.0","89.0","79.0","74.0","5.0"
"NH-500","New Hampshire Balance of State CoC","986.0","830.0","156.0","543.0","444.0","99.0","443.0","386.0","57.0","213.0","148.0","65.0"
"NH-501","Manchester CoC","576.0","373.0","203.0","405.0","205.0","200.0","171.0","168.0","3.0","114.0","97.0","17.0"
"NH-502","Nashua/Hillsborough County CoC","457.0","332.0","125.0","224.0","136.0","88.0","233.0","196.0","37.0","110.0","52.0","58.0"
"NJ-500","Atlantic City & County CoC","476.0","398.0","78.0","382.0","310.0","72.0","94.0","88.0","6.0","85.0","72.0","13.0"
"NJ-501","Bergen County CoC","1627.0","1514.0","113.0","690.0","587.0","103.0","937.0","927.0","10.0","58.0","36.0","22.0"
"NJ-502","Burlington County CoC","896.0","780.0","116.0","610.0","508.0","102.0","286.0","272.0","14.0","218.0","187.0","31.0"
"NJ-503","Camden City/Camden, Cumberland, Gloucester, Cape May Counties CoC","1454.0","1111.0","343.0","856.0","629.0","227.0","598.0","482.0","116.0","163.0","108.0","55.0"
"NJ-504","Newark/Essex County CoC","1036.0","884.0","152.0","683.0","568.0","115.0","353.0","316.0","37.0","128.0","110.0","18.0"
"NJ-506","Jersey City/Bayonne/Hudson County CoC","2227.0","1976.0","251.0","682.0","504.0","178.0","1545.0","1472.0","73.0","93.0","63.0","30.0"
"NJ-507","New Brunswick/Middlesex County CoC","792.0","545.0","247.0","394.0","261.0","133.0","398.0","284.0","114.0","61.0","42.0","19.0"
"NJ-508","Monmouth County CoC","763.0","676.0","87.0","311.0","255.0","56.0","452.0","421.0","31.0","84.0","74.0","10.0"
"NJ-509","Morris County CoC","224.0","189.0","35.0","148.0","113.0","35.0","76.0","76.0","0.0","30.0","20.0","10.0"
"NJ-510","Lakewood Township/Ocean County CoC","337.0","309.0","28.0","188.0","160.0","28.0","149.0","149.0","0.0","40.0","36.0","4.0"
"NJ-511","Paterson/Passaic County CoC","518.0","314.0","204.0","338.0","180.0","158.0","180.0","134.0","46.0","51.0","26.0","25.0"
"NJ-512","Salem County CoC","310.0","302.0","8.0","136.0","131.0","5.0","174.0","171.0","3.0","28.0","26.0","2.0"
"NJ-513","Somerset County CoC","302.0","285.0","17.0","177.0","163.0","14.0","125.0","122.0","3.0","12.0","7.0","5.0"
"NJ-514","Trenton/Mercer County CoC","989.0","851.0","138.0","522.0","450.0","72.0","467.0","401.0","66.0","82.0","62.0","20.0"
"NJ-515","Elizabeth/Union County CoC","1188.0","1072.0","116.0","423.0","319.0","104.0","765.0","753.0","12.0","79.0","46.0","33.0"
"NJ-516","Warren, Sussex, Hunterdon Counties CoC","693.0","654.0","39.0","308.0","283.0","25.0","385.0","371.0","14.0","57.0","53.0","4.0"
"NM-500","Albuquerque CoC","1276.0","989.0","287.0","821.0","606.0","215.0","455.0","383.0","72.0","159.0","78.0","81.0"
"NM-501","New Mexico Balance of State CoC","1739.0","759.0","980.0","1040.0","457.0","583.0","699.0","302.0","397.0","552.0","167.0","385.0"
"NV-500","Las Vegas/Clark County CoC","7533.0","3844.0","3689.0","5624.0","2902.0","2722.0","1909.0","942.0","967.0","808.0","174.0","634.0"
"NV-501","Reno/Sparks/Washoe County CoC","863.0","765.0","98.0","742.0","647.0","95.0","121.0","118.0","3.0","33.0","0.0","33.0"
"NV-502","Nevada Balance of State CoC","330.0","254.0","76.0","146.0","109.0","37.0","184.0","145.0","39.0","113.0","50.0","63.0"
"NY-500","Rochester/Irondequoit/Greece/Monroe County CoC","595.0","591.0","4.0","320.0","316.0","4.0","275.0","275.0","0.0","83.0","79.0","4.0"
"NY-501","Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC","177.0","176.0","1.0","151.0","150.0","1.0","26.0","26.0","0.0","2.0","2.0","0.0"
"NY-503","Albany City & County CoC","538.0","466.0","72.0","384.0","321.0","63.0","154.0","145.0","9.0","66.0","30.0","36.0"
"NY-504","Cattaragus County CoC","69.0","54.0","15.0","48.0","33.0","15.0","21.0","21.0","0.0","0.0","0.0","0.0"
"NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","731.0","708.0","23.0","600.0","583.0","17.0","131.0","125.0","6.0","107.0","98.0","9.0"
"NY-507","Schenectady City & County CoC","195.0","129.0","66.0","152.0","93.0","59.0","43.0","36.0","7.0","30.0","11.0","19.0"
"NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","1250.0","1031.0","219.0","837.0","630.0","207.0","413.0","401.0","12.0","260.0","123.0","137.0"
"NY-510","Ithaca/Tompkins County CoC","78.0","62.0","16.0","46.0","30.0","16.0","32.0","32.0","0.0","8.0","6.0","2.0"
"NY-512","Troy/Rensselaer County CoC","193.0","134.0","59.0","88.0","34.0","54.0","105.0","100.0","5.0","29.0","10.0","19.0"
"NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","88.0","88.0","0.0","47.0","47.0","0.0","41.0","41.0","0.0","5.0","5.0","0.0"
"NY-514","Jamestown/Dunkirk/Chautauqua County CoC","65.0","63.0","2.0","9.0","7.0","2.0","56.0","56.0","0.0","0.0","0.0","0.0"
"NY-516","Clinton County CoC","53.0","48.0","5.0","50.0","45.0","5.0","3.0","3.0","0.0","3.0","3.0","0.0"
"NY-518","Utica/Rome/Oneida, Madison Counties CoC","316.0","300.0","16.0","186.0","170.0","16.0","130.0","130.0","0.0","21.0","10.0","11.0"
"NY-519","Columbia/Greene County CoC","172.0","172.0","0.0","96.0","96.0","0.0","76.0","76.0","0.0","5.0","5.0","0.0"
"NY-520","Franklin County CoC","10.0","6.0","4.0","10.0","6.0","4.0","0.0","0.0","0.0","5.0","4.0","1.0"
"NY-522","Jefferson/Lewis/St. Lawrence Counties CoC","297.0","292.0","5.0","249.0","244.0","5.0","48.0","48.0","0.0","23.0","21.0","2.0"
"NY-523","Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC","166.0","117.0","49.0","110.0","73.0","37.0","56.0","44.0","12.0","33.0","10.0","23.0"
"NY-600","New York City CoC","50261.0","46955.0","3306.0","19994.0","16688.0","3306.0","30267.0","30267.0","0.0","3885.0","1405.0","2480.0"
"NY-601","Poughkeepsie/Dutchess County CoC","547.0","463.0","84.0","288.0","233.0","55.0","259.0","230.0","29.0","163.0","88.0","75.0"
"NY-602","Newburgh/Middletown/Orange County CoC","311.0","217.0","94.0","208.0","122.0","86.0","103.0","95.0","8.0","78.0","55.0","23.0"
"NY-603","Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC","2509.0","2351.0","158.0","789.0","631.0","158.0","1720.0","1720.0","0.0","52.0","37.0","15.0"
"NY-604","Yonkers/Mount Vernon/New Rochelle/Westchester CoC","1829.0","1693.0","136.0","690.0","554.0","136.0","1139.0","1139.0","0.0","140.0","43.0","97.0"
"NY-606","Rockland County CoC","141.0","84.0","57.0","91.0","34.0","57.0","50.0","50.0","0.0","30.0","13.0","17.0"
"NY-607","Sullivan County CoC","139.0","109.0","30.0","53.0","32.0","21.0","86.0","77.0","9.0","12.0","6.0","6.0"
"NY-608","Kingston/Ulster County CoC","395.0","207.0","188.0","275.0","132.0","143.0","120.0","75.0","45.0","49.0","7.0","42.0"
"OH-500","Cincinnati/Hamilton County CoC","1116.0","1061.0","55.0","726.0","671.0","55.0","390.0","390.0","0.0","269.0","246.0","23.0"
"OH-501","Toledo/Lucas County CoC","959.0","705.0","254.0","653.0","477.0","176.0","306.0","228.0","78.0","256.0","212.0","44.0"
"OH-502","Cleveland/Cuyahoga County CoC","2242.0","2091.0","151.0","1790.0","1649.0","141.0","452.0","442.0","10.0","698.0","620.0","78.0"
"OH-503","Columbus/Franklin County CoC","1341.0","1224.0","117.0","851.0","734.0","117.0","490.0","490.0","0.0","238.0","133.0","105.0"
"OH-504","Youngstown/Mahoning County CoC","236.0","225.0","11.0","121.0","110.0","11.0","115.0","115.0","0.0","22.0","18.0","4.0"
"OH-505","Dayton/Kettering/Montgomery County CoC","844.0","814.0","30.0","484.0","454.0","30.0","360.0","360.0","0.0","74.0","65.0","9.0"
"OH-506","Akron/Barberton/Summit County CoC","740.0","636.0","104.0","490.0","393.0","97.0","250.0","243.0","7.0","212.0","142.0","70.0"
"OH-507","Ohio Balance of State CoC","4525.0","3225.0","1300.0","2242.0","1463.0","779.0","2283.0","1762.0","521.0","364.0","201.0","163.0"
"OH-508","Canton/Massillon/Alliance/Stark County CoC","909.0","396.0","513.0","508.0","165.0","343.0","401.0","231.0","170.0","119.0","36.0","83.0"
"OK-500","North Central Oklahoma CoC","241.0","215.0","26.0","136.0","113.0","23.0","105.0","102.0","3.0","6.0","2.0","4.0"
"OK-501","Tulsa City & County/Broken Arrow CoC","729.0","694.0","35.0","576.0","546.0","30.0","153.0","148.0","5.0","79.0","70.0","9.0"
"OK-502","Oklahoma City CoC","1335.0","1013.0","322.0","1053.0","762.0","291.0","282.0","251.0","31.0","304.0","141.0","163.0"
"OK-503","Oklahoma Balance of State CoC","157.0","151.0","6.0","98.0","92.0","6.0","59.0","59.0","0.0","7.0","7.0","0.0"
"OK-504","Norman/Cleveland County CoC","578.0","178.0","400.0","304.0","92.0","212.0","274.0","86.0","188.0","60.0","16.0","44.0"
"OK-505","Northeast Oklahoma CoC","370.0","202.0","168.0","257.0","129.0","128.0","113.0","73.0","40.0","77.0","74.0","3.0"
"OK-506","Southwest Oklahoma Regional CoC","168.0","152.0","16.0","110.0","97.0","13.0","58.0","55.0","3.0","13.0","7.0","6.0"
"OK-507","Southeastern Oklahoma Regional CoC","268.0","198.0","70.0","140.0","74.0","66.0","128.0","124.0","4.0","15.0","14.0","1.0"
"OR-500","Eugene/Springfield/Lane County CoC","2137.0","1365.0","772.0","1175.0","696.0","479.0","962.0","669.0","293.0","640.0","456.0","184.0"
"OR-501","Portland-Gresham-Multnomah County CoC","3918.0","2284.0","1634.0","3005.0","1442.0","1563.0","913.0","842.0","71.0","596.0","210.0","386.0"
"OR-502","Medford/Ashland/Jackson County CoC","654.0","628.0","26.0","366.0","340.0","26.0","288.0","288.0","0.0","134.0","108.0","26.0"
"OR-503","Central Oregon CoC","1736.0","270.0","1466.0","583.0","112.0","471.0","1153.0","158.0","995.0","306.0","54.0","252.0"
"OR-505","Oregon Balance of State CoC","9860.0","4870.0","4990.0","5005.0","2604.0","2401.0","4855.0","2266.0","2589.0","1245.0","667.0","578.0"
"OR-506","Hillsboro/Beaverton/Washington County CoC","772.0","363.0","409.0","256.0","25.0","231.0","516.0","338.0","178.0","233.0","3.0","230.0"
"OR-507","Clackamas County CoC","1576.0","166.0","1410.0","1158.0","41.0","1117.0","418.0","125.0","293.0","192.0","4.0","188.0"
"PA-500","Philadelphia CoC","6871.0","6414.0","457.0","3479.0","3022.0","457.0","3392.0","3392.0","0.0","600.0","189.0","411.0"
"PA-501","Harrisburg/Dauphin County CoC","421.0","355.0","66.0","228.0","171.0","57.0","193.0","184.0","9.0","96.0","48.0","48.0"
"PA-502","Upper Darby/Chester/Haverford/Delaware County CoC","653.0","610.0","43.0","248.0","205.0","43.0","405.0","405.0","0.0","92.0","63.0","29.0"
"PA-503","Wilkes-Barre/Hazleton/Luzerne County CoC","171.0","161.0","10.0","107.0","97.0","10.0","64.0","64.0","0.0","14.0","13.0","1.0"
"PA-504","Lower Marion/Norristown/Abington/Montgomery County CoC","479.0","455.0","24.0","176.0","152.0","24.0","303.0","303.0","0.0","74.0","62.0","12.0"
"PA-505","Chester County CoC","314.0","286.0","28.0","130.0","130.0","0.0","184.0","156.0","28.0","56.0","56.0","0.0"
"PA-506","Reading/Berks County CoC","496.0","429.0","67.0","287.0","220.0","67.0","209.0","209.0","0.0","32.0","14.0","18.0"
"PA-508","Scranton/Lackawanna County CoC","260.0","222.0","38.0","109.0","87.0","22.0","151.0","135.0","16.0","40.0","25.0","15.0"
"PA-509","Eastern Pennsylvania CoC","1759.0","1646.0","113.0","773.0","680.0","93.0","986.0","966.0","20.0","152.0","103.0","49.0"
"PA-510","Lancaster City & County CoC","707.0","668.0","39.0","386.0","347.0","39.0","321.0","321.0","0.0","47.0","31.0","16.0"
"PA-511","Bristol/Bensalem/Bucks County CoC","485.0","481.0","4.0","150.0","146.0","4.0","335.0","335.0","0.0","0.0","0.0","0.0"
"PA-600","Pittsburgh/McKeesport/Penn Hills/Allegheny County CoC","1308.0","1088.0","220.0","837.0","617.0","220.0","471.0","471.0","0.0","222.0","110.0","112.0"
"PA-601","Western Pennsylvania CoC","862.0","795.0","67.0","434.0","379.0","55.0","428.0","416.0","12.0","76.0","60.0","16.0"
"PA-603","Beaver County CoC","213.0","131.0","82.0","189.0","110.0","79.0","24.0","21.0","3.0","60.0","28.0","32.0"
"PA-605","Erie City & County CoC","379.0","338.0","41.0","201.0","178.0","23.0","178.0","160.0","18.0","61.0","57.0","4.0"
"PR-502","Puerto Rico Balance of Commonwealth CoC","707.0","8.0","699.0","663.0","8.0","655.0","44.0","0.0","44.0","1488.0","567.0","921.0"
"PR-503","South/Southeast Puerto Rico CoC","2305.0","802.0","1503.0","2005.0","655.0","1350.0","300.0","147.0","153.0","1429.0","459.0","970.0"
"RI-500","Rhode Island Statewide CoC","1196.0","1142.0","54.0","714.0","660.0","54.0","482.0","482.0","0.0","245.0","208.0","37.0"
"SC-500","Charleston/Low Country CoC","539.0","482.0","57.0","432.0","381.0","51.0","107.0","101.0","6.0","46.0","39.0","7.0"
"SC-501","Greenville/Anderson/Spartanburg Upstate CoC","1606.0","1100.0","506.0","1127.0","709.0","418.0","479.0","391.0","88.0","232.0","215.0","17.0"
"SC-502","Columbia/Midlands CoC","1569.0","946.0","623.0","1278.0","720.0","558.0","291.0","226.0","65.0","185.0","105.0","80.0"
"SC-503","Myrtle Beach/Sumter City & County CoC","1946.0","558.0","1388.0","972.0","221.0","751.0","974.0","337.0","637.0","280.0","39.0","241.0"
"SD-500","South Dakota Statewide CoC","579.0","538.0","41.0","268.0","235.0","33.0","311.0","303.0","8.0","104.0","79.0","25.0"
"TN-500","Chattanooga/Southeast Tennessee CoC","87.0","72.0","15.0","0.0","0.0","0.0","87.0","72.0","15.0","679.0","44.0","635.0"
"TN-501","Memphis/Shelby County CoC","1566.0","1482.0","84.0","1007.0","925.0","82.0","559.0","557.0","2.0","66.0","39.0","27.0"
"TN-502","Knoxville/Knox County CoC","930.0","816.0","114.0","812.0","706.0","106.0","118.0","110.0","8.0","277.0","214.0","63.0"
"TN-503","Central Tennessee CoC","328.0","239.0","89.0","242.0","184.0","58.0","86.0","55.0","31.0","36.0","25.0","11.0"
"TN-504","Nashville/Davidson County CoC","2217.0","1751.0","466.0","1816.0","1350.0","466.0","401.0","401.0","0.0","1364.0","898.0","466.0"
"TN-506","Oak Ridge/Upper Cumberland CoC","704.0","196.0","508.0","333.0","116.0","217.0","371.0","80.0","291.0","217.0","79.0","138.0"
"TN-507","Jackson/West Tennessee CoC","2187.0","251.0","1936.0","1996.0","185.0","1811.0","191.0","66.0","125.0","293.0","50.0","243.0"
"TN-509","Appalachian Regional CoC","559.0","345.0","214.0","478.0","272.0","206.0","81.0","73.0","8.0","88.0","46.0","42.0"
"TN-510","Murfreesboro/Rutherford County CoC","223.0","75.0","148.0","176.0","45.0","131.0","47.0","30.0","17.0","89.0","15.0","74.0"
"TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","904.0","433.0","471.0","382.0","46.0","336.0","522.0","387.0","135.0","255.0","28.0","227.0"
"TX-500","San Antonio/Bexar County CoC","4063.0","2518.0","1545.0","2797.0","1363.0","1434.0","1266.0","1155.0","111.0","520.0","195.0","325.0"
"TX-503","Austin/Travis County CoC","3451.0","1305.0","2146.0","2881.0","765.0","2116.0","570.0","540.0","30.0","919.0","242.0","677.0"
"TX-600","Dallas City & County/Irving CoC","3558.0","3345.0","213.0","2286.0","2073.0","213.0","1272.0","1272.0","0.0","620.0","522.0","98.0"
"TX-601","Fort Worth/Arlington/Tarrant County CoC","2676.0","2473.0","203.0","1442.0","1239.0","203.0","1234.0","1234.0","0.0","519.0","426.0","93.0"
"TX-603","El Paso City & County CoC","1241.0","968.0","273.0","804.0","531.0","273.0","437.0","437.0","0.0","208.0","72.0","136.0"
"TX-604","Waco/McLennan County CoC","431.0","259.0","172.0","321.0","176.0","145.0","110.0","83.0","27.0","70.0","32.0","38.0"
"TX-607","Texas Balance of State (BoS) CoC","13298.0","7259.0","6039.0","8628.0","4500.0","4128.0","4670.0","2759.0","1911.0","2070.0","1032.0","1038.0"
"TX-611","Amarillo CoC","540.0","486.0","54.0","351.0","297.0","54.0","189.0","189.0","0.0","45.0","33.0","12.0"
"TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC","280.0","231.0","49.0","233.0","184.0","49.0","47.0","47.0","0.0","206.0","157.0","49.0"
"TX-700","Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC","10363.0","5017.0","5346.0","8054.0","2860.0","5194.0","2309.0","2157.0","152.0","3627.0","906.0","2721.0"
"TX-701","Bryan/College Station/Brazos Valley CoC","289.0","219.0","70.0","153.0","107.0","46.0","136.0","112.0","24.0","40.0","39.0","1.0"
"UT-500","Salt Lake City & County CoC","2296.0","2138.0","158.0","1428.0","1270.0","158.0","868.0","868.0","0.0","475.0","317.0","158.0"
"UT-503","Utah Balance of State CoC","878.0","827.0","51.0","476.0","425.0","51.0","402.0","402.0","0.0","174.0","123.0","51.0"
"UT-504","Provo/Mountainland CoC","260.0","213.0","47.0","114.0","67.0","47.0","146.0","146.0","0.0","53.0","6.0","47.0"
"VA-500","Richmond/Henrico, Chesterfield, Hanover Counties CoC","1073.0","907.0","166.0","831.0","665.0","166.0","242.0","242.0","0.0","72.0","39.0","33.0"
"VA-501","Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties CoC","602.0","509.0","93.0","378.0","311.0","67.0","224.0","198.0","26.0","87.0","61.0","26.0"
"VA-502","Roanoke City & County/Salem CoC","504.0","497.0","7.0","379.0","372.0","7.0","125.0","125.0","0.0","181.0","178.0","3.0"
"VA-503","Virginia Beach CoC","484.0","406.0","78.0","233.0","157.0","76.0","251.0","249.0","2.0","88.0","42.0","46.0"
"VA-504","Charlottesville CoC","239.0","224.0","15.0","183.0","168.0","15.0","56.0","56.0","0.0","82.0","77.0","5.0"
"VA-505","Newport News/Hampton/Virginia Peninsula CoC","526.0","486.0","40.0","394.0","356.0","38.0","132.0","130.0","2.0","147.0","117.0","30.0"
"VA-507","Portsmouth CoC","222.0","177.0","45.0","167.0","122.0","45.0","55.0","55.0","0.0","49.0","17.0","32.0"
"VA-508","Lynchburg CoC","256.0","211.0","45.0","133.0","89.0","44.0","123.0","122.0","1.0","53.0","30.0","23.0"
"VA-513","Harrisburg, Winchester/Western Virginia CoC","245.0","188.0","57.0","108.0","82.0","26.0","137.0","106.0","31.0","41.0","36.0","5.0"
"VA-514","Fredericksburg/Spotsylvania, Stafford Counties CoC","194.0","127.0","67.0","123.0","63.0","60.0","71.0","64.0","7.0","54.0","18.0","36.0"
"VA-521","Virginia Balance of State (BoS) CoC","863.0","559.0","304.0","443.0","259.0","184.0","420.0","300.0","120.0","115.0","55.0","60.0"
"VA-600","Arlington County CoC","410.0","231.0","179.0","284.0","105.0","179.0","126.0","126.0","0.0","156.0","27.0","129.0"
"VA-601","Fairfax County CoC","1835.0","1623.0","212.0","744.0","532.0","212.0","1091.0","1091.0","0.0","402.0","226.0","176.0"
"VA-602","Loudoun County CoC","160.0","136.0","24.0","43.0","19.0","24.0","117.0","117.0","0.0","21.0","8.0","13.0"
"VA-603","City of Alexandria CoC","306.0","238.0","68.0","194.0","126.0","68.0","112.0","112.0","0.0","58.0","12.0","46.0"
"VA-604","Prince William County CoC","550.0","376.0","174.0","201.0","115.0","86.0","349.0","261.0","88.0","72.0","24.0","48.0"
