"CoC Number","CoC Name","Total Homeless, 2015","Sheltered Homeless, 2015","Unsheltered Homeless, 2015","Homeless Individuals, 2015","Sheltered Homeless Individuals, 2015","Unsheltered Homeless Individuals, 2015","Homeless People in Families, 2015","Sheltered Homeless People in Families, 2015","Unsheltered Homeless People in Families, 2015","Chronically Homeless, 2015","Sheltered Chronically Homeless, 2015","Unsheltered Chronically Homeless, 2015","Chronically Homeless Individuals, 2015","Sheltered Chronically Homeless Individuals, 2015","Unsheltered Chronically Homeless Individuals, 2015","Chronically Homeless People in Families, 2015","Sheltered Chronically Homeless People in Families, 2015","Unsheltered Chronically Homeless People in Families, 2015","Homeless Veterans, 2015","Sheltered Homeless Veterans, 2015","Unsheltered Homeless Veterans, 2015","Homeless Unaccompanied Youth (Under 25), 2015","Sheltered Homeless Unaccompanied Youth (Under 25), 2015","Unsheltered Homeless Unaccompanied Youth (Under 25), 2015","Homeless Unaccompanied Children (Under 18), 2015","Sheltered Homeless Unaccompanied Children (Under 18), 2015","Unsheltered Homeless Unaccompanied Children (Under 18), 2015","Homeless Unaccompanied Young Adults (Age 18-24), 2015","Sheltered Homeless Unaccompanied Young Adults (Age 18-24), 2015","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24), 2015","Parenting Youth (Under 25), 2015","Sheltered Parenting Youth (Under 25), 2015","Unsheltered Parenting Youth (Under 25), 2015","Parenting Youth Under 18, 2015","Sheltered Parenting Youth Under 18, 2015","Unsheltered Parenting Youth Under 18, 2015","Parenting Youth Age 18-24, 2015","Sheltered Parenting Youth Age 18-24, 2015","Unsheltered Parenting Youth Age 18-24, 2015","Children of Parenting Youth, 2015","Sheltered Children of Parenting Youth, 2015","Unsheltered Children of Parenting Youth, 2015"
"IL-517","Aurora/Elgin/Kane County CoC","388.0","374.0","14.0","267.0","253.0","14.0","121.0","121.0","0.0","87.0","78.0","9.0","84.0","75.0","9.0","3.0","3.0","0.0","22.0","21.0","1.0","17.0","17.0","0.0","0.0","0.0","0.0","17.0","17.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","7.0","7.0","0.0"
"IL-518","Rock Island/Moline/Northwestern Illinois CoC","254.0","238.0","16.0","180.0","167.0","13.0","74.0","71.0","3.0","31.0","18.0","13.0","29.0","18.0","11.0","2.0","0.0","2.0","20.0","16.0","4.0","33.0","29.0","4.0","0.0","0.0","0.0","33.0","29.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IL-519","West Central Illinois CoC","100.0","98.0","2.0","61.0","59.0","2.0","39.0","39.0","0.0","8.0","8.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","27.0","26.0","1.0","0.0","0.0","0.0","27.0","26.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IL-520","Southern Illinois CoC","346.0","316.0","30.0","192.0","166.0","26.0","154.0","150.0","4.0","43.0","38.0","5.0","18.0","13.0","5.0","25.0","25.0","0.0","27.0","22.0","5.0","27.0","25.0","2.0","0.0","0.0","0.0","27.0","25.0","2.0","16.0","13.0","3.0","0.0","0.0","0.0","16.0","13.0","3.0","23.0","19.0","4.0"
"IN-502","Indiana Balance of State CoC","4197.0","3725.0","472.0","2685.0","2227.0","458.0","1512.0","1498.0","14.0","488.0","369.0","119.0","424.0","313.0","111.0","64.0","56.0","8.0","401.0","350.0","51.0","274.0","244.0","30.0","28.0","28.0","0.0","246.0","216.0","30.0","73.0","73.0","0.0","3.0","3.0","0.0","70.0","70.0","0.0","102.0","102.0","0.0"
"IN-503","Indianapolis CoC","1666.0","1555.0","111.0","1229.0","1126.0","103.0","437.0","429.0","8.0","215.0","160.0","55.0","184.0","137.0","47.0","31.0","23.0","8.0","389.0","376.0","13.0","99.0","89.0","10.0","8.0","8.0","0.0","91.0","81.0","10.0","30.0","29.0","1.0","0.0","0.0","0.0","30.0","29.0","1.0","47.0","45.0","2.0"
"KS-502","Wichita/Sedgwick County CoC","561.0","462.0","99.0","411.0","312.0","99.0","150.0","150.0","0.0","94.0","55.0","39.0","92.0","53.0","39.0","2.0","2.0","0.0","59.0","41.0","18.0","35.0","25.0","10.0","0.0","0.0","0.0","35.0","25.0","10.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","14.0","14.0","0.0"
"KS-503","Topeka/Shawnee County CoC","405.0","372.0","33.0","260.0","227.0","33.0","145.0","145.0","0.0","82.0","56.0","26.0","76.0","50.0","26.0","6.0","6.0","0.0","34.0","34.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"KS-505","Overland Park/Shawnee/Johnson County CoC","174.0","151.0","23.0","23.0","10.0","13.0","151.0","141.0","10.0","6.0","3.0","3.0","1.0","1.0","0.0","5.0","2.0","3.0","0.0","0.0","0.0","6.0","1.0","5.0","0.0","0.0","0.0","6.0","1.0","5.0","4.0","3.0","1.0","0.0","0.0","0.0","4.0","3.0","1.0","6.0","5.0","1.0"
"KS-507","Kansas Balance of State CoC","1208.0","1093.0","115.0","642.0","536.0","106.0","566.0","557.0","9.0","152.0","108.0","44.0","129.0","87.0","42.0","23.0","21.0","2.0","178.0","166.0","12.0","33.0","32.0","1.0","1.0","1.0","0.0","32.0","31.0","1.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","11.0","11.0","0.0"
"KY-500","Kentucky Balance of State CoC","2119.0","1497.0","622.0","1242.0","823.0","419.0","877.0","674.0","203.0","84.0","60.0","24.0","66.0","45.0","21.0","18.0","15.0","3.0","234.0","196.0","38.0","113.0","70.0","43.0","6.0","6.0","0.0","107.0","64.0","43.0","49.0","38.0","11.0","0.0","0.0","0.0","49.0","38.0","11.0","65.0","56.0","9.0"
"KY-501","Louisville/Jefferson County CoC","1161.0","1080.0","81.0","854.0","783.0","71.0","307.0","297.0","10.0","145.0","131.0","14.0","118.0","107.0","11.0","27.0","24.0","3.0","190.0","179.0","11.0","65.0","56.0","9.0","14.0","14.0","0.0","51.0","42.0","9.0","20.0","20.0","0.0","0.0","0.0","0.0","20.0","20.0","0.0","27.0","27.0","0.0"
"KY-502","Lexington/Fayette County CoC","1258.0","1219.0","39.0","1055.0","1016.0","39.0","203.0","203.0","0.0","228.0","222.0","6.0","199.0","193.0","6.0","29.0","29.0","0.0","167.0","166.0","1.0","70.0","68.0","2.0","7.0","7.0","0.0","63.0","61.0","2.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","7.0","7.0","0.0"
"LA-500","Lafayette/Acadiana CoC","493.0","373.0","120.0","327.0","209.0","118.0","166.0","164.0","2.0","68.0","31.0","37.0","66.0","31.0","35.0","2.0","0.0","2.0","48.0","38.0","10.0","25.0","11.0","14.0","0.0","0.0","0.0","25.0","11.0","14.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","19.0","19.0","0.0"
"LA-502","Shreveport/Bossier/Northwest CoC","390.0","310.0","80.0","304.0","224.0","80.0","86.0","86.0","0.0","116.0","64.0","52.0","97.0","45.0","52.0","19.0","19.0","0.0","96.0","90.0","6.0","16.0","14.0","2.0","2.0","2.0","0.0","14.0","12.0","2.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","17.0","17.0","0.0"
"LA-503","New Orleans/Jefferson Parish CoC","1703.0","914.0","789.0","1510.0","724.0","786.0","193.0","190.0","3.0","423.0","108.0","315.0","414.0","101.0","313.0","9.0","7.0","2.0","108.0","96.0","12.0","237.0","103.0","134.0","13.0","10.0","3.0","224.0","93.0","131.0","20.0","20.0","0.0","0.0","0.0","0.0","20.0","20.0","0.0","35.0","35.0","0.0"
"LA-505","Monroe/Northeast Louisiana CoC","191.0","170.0","21.0","85.0","64.0","21.0","106.0","106.0","0.0","19.0","3.0","16.0","19.0","3.0","16.0","0.0","0.0","0.0","8.0","6.0","2.0","17.0","17.0","0.0","5.0","5.0","0.0","12.0","12.0","0.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","15.0","15.0","0.0"
"LA-506","Slidell/Southeast Louisiana CoC","243.0","193.0","50.0","143.0","108.0","35.0","100.0","85.0","15.0","36.0","28.0","8.0","32.0","24.0","8.0","4.0","4.0","0.0","40.0","39.0","1.0","6.0","4.0","2.0","0.0","0.0","0.0","6.0","4.0","2.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","11.0","11.0","0.0"
"LA-507","Alexandria/Central Louisiana CoC","154.0","130.0","24.0","122.0","98.0","24.0","32.0","32.0","0.0","17.0","8.0","9.0","17.0","8.0","9.0","0.0","0.0","0.0","4.0","1.0","3.0","6.0","4.0","2.0","0.0","0.0","0.0","6.0","4.0","2.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0"
"LA-508","Houma-Terrebonne/Thibodaux CoC","144.0","142.0","2.0","59.0","57.0","2.0","85.0","85.0","0.0","7.0","7.0","0.0","5.0","5.0","0.0","2.0","2.0","0.0","9.0","9.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"LA-509","Louisiana Balance of State (BoS)","763.0","658.0","105.0","667.0","569.0","98.0","96.0","89.0","7.0","87.0","38.0","49.0","85.0","38.0","47.0","2.0","0.0","2.0","79.0","71.0","8.0","78.0","76.0","2.0","10.0","10.0","0.0","68.0","66.0","2.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","5.0","5.0","0.0"
"MA-500","Boston CoC","6492.0","6353.0","139.0","2539.0","2400.0","139.0","3953.0","3953.0","0.0","957.0","922.0","35.0","635.0","600.0","35.0","322.0","322.0","0.0","383.0","374.0","9.0","120.0","107.0","13.0","1.0","1.0","0.0","119.0","106.0","13.0","54.0","54.0","0.0","0.0","0.0","0.0","54.0","54.0","0.0","54.0","54.0","0.0"
"MA-502","Lynn CoC","445.0","428.0","17.0","160.0","143.0","17.0","285.0","285.0","0.0","10.0","4.0","6.0","10.0","4.0","6.0","0.0","0.0","0.0","7.0","7.0","0.0","28.0","27.0","1.0","0.0","0.0","0.0","28.0","27.0","1.0","32.0","32.0","0.0","0.0","0.0","0.0","32.0","32.0","0.0","32.0","32.0","0.0"
"MA-503","Cape Cod/Islands CoC","362.0","315.0","47.0","192.0","154.0","38.0","170.0","161.0","9.0","78.0","57.0","21.0","48.0","27.0","21.0","30.0","30.0","0.0","31.0","26.0","5.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","28.0","28.0","0.0","0.0","0.0","0.0","28.0","28.0","0.0","27.0","27.0","0.0"
"MA-504","Springfield CoC","3002.0","2992.0","10.0","374.0","364.0","10.0","2628.0","2628.0","0.0","293.0","289.0","4.0","69.0","65.0","4.0","224.0","224.0","0.0","38.0","38.0","0.0","45.0","44.0","1.0","1.0","1.0","0.0","44.0","43.0","1.0","243.0","243.0","0.0","0.0","0.0","0.0","243.0","243.0","0.0","292.0","292.0","0.0"
"MA-505","New Bedford CoC","437.0","387.0","50.0","241.0","191.0","50.0","196.0","196.0","0.0","43.0","10.0","33.0","37.0","4.0","33.0","6.0","6.0","0.0","42.0","38.0","4.0","22.0","17.0","5.0","1.0","0.0","1.0","21.0","17.0","4.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","11.0","11.0","0.0"
"MA-506","Worcester City & County CoC","1682.0","1606.0","76.0","518.0","446.0","72.0","1164.0","1160.0","4.0","61.0","40.0","21.0","36.0","15.0","21.0","25.0","25.0","0.0","181.0","178.0","3.0","38.0","36.0","2.0","0.0","0.0","0.0","38.0","36.0","2.0","65.0","65.0","0.0","0.0","0.0","0.0","65.0","65.0","0.0","101.0","101.0","0.0"
"MA-507","Pittsfield/Berkshire County CoC","781.0","762.0","19.0","414.0","395.0","19.0","367.0","367.0","0.0","107.0","95.0","12.0","78.0","66.0","12.0","29.0","29.0","0.0","220.0","220.0","0.0","25.0","24.0","1.0","0.0","0.0","0.0","25.0","24.0","1.0","35.0","35.0","0.0","0.0","0.0","0.0","35.0","35.0","0.0","33.0","33.0","0.0"
"MA-508","Lowell CoC","635.0","609.0","26.0","229.0","203.0","26.0","406.0","406.0","0.0","77.0","63.0","14.0","71.0","57.0","14.0","6.0","6.0","0.0","44.0","43.0","1.0","23.0","23.0","0.0","0.0","0.0","0.0","23.0","23.0","0.0","22.0","22.0","0.0","0.0","0.0","0.0","22.0","22.0","0.0","27.0","27.0","0.0"
"MA-509","Cambridge CoC","464.0","432.0","32.0","338.0","306.0","32.0","126.0","126.0","0.0","97.0","67.0","30.0","97.0","67.0","30.0","0.0","0.0","0.0","17.0","14.0","3.0","14.0","12.0","2.0","0.0","0.0","0.0","14.0","12.0","2.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","16.0","16.0","0.0"
"MA-510","Gloucester/Haverhill/Salem/Essex County CoC","1577.0","1544.0","33.0","237.0","208.0","29.0","1340.0","1336.0","4.0","273.0","264.0","9.0","121.0","112.0","9.0","152.0","152.0","0.0","28.0","28.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","89.0","89.0","0.0","0.0","0.0","0.0","89.0","89.0","0.0","152.0","152.0","0.0"
"MA-511","Quincy/Brockton/Weymouth/Plymouth City and County CoC","1803.0","1775.0","28.0","390.0","362.0","28.0","1413.0","1413.0","0.0","256.0","233.0","23.0","115.0","92.0","23.0","141.0","141.0","0.0","64.0","63.0","1.0","21.0","20.0","1.0","0.0","0.0","0.0","21.0","20.0","1.0","91.0","91.0","0.0","0.0","0.0","0.0","91.0","91.0","0.0","113.0","113.0","0.0"
"MA-515","Fall River CoC","406.0","406.0","0.0","125.0","125.0","0.0","281.0","281.0","0.0","61.0","61.0","0.0","34.0","34.0","0.0","27.0","27.0","0.0","3.0","3.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","7.0","7.0","0.0","3.0","3.0","0.0","4.0","4.0","0.0","10.0","10.0","0.0"
"MA-516","Massachusetts Balance of State","2651.0","2582.0","69.0","438.0","381.0","57.0","2213.0","2201.0","12.0","216.0","199.0","17.0","32.0","15.0","17.0","184.0","184.0","0.0","53.0","50.0","3.0","33.0","29.0","4.0","2.0","2.0","0.0","31.0","27.0","4.0","120.0","120.0","0.0","1.0","1.0","0.0","119.0","119.0","0.0","163.0","163.0","0.0"
"MA-517","Somerville CoC","158.0","152.0","6.0","107.0","101.0","6.0","51.0","51.0","0.0","11.0","5.0","6.0","11.0","5.0","6.0","0.0","0.0","0.0","14.0","14.0","0.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","14.0","14.0","0.0","2.0","2.0","0.0","12.0","12.0","0.0","16.0","16.0","0.0"
"MA-519","Attleboro/Taunton/Bristol County CoC","240.0","199.0","41.0","76.0","35.0","41.0","164.0","164.0","0.0","21.0","11.0","10.0","17.0","7.0","10.0","4.0","4.0","0.0","8.0","5.0","3.0","11.0","10.0","1.0","0.0","0.0","0.0","11.0","10.0","1.0","19.0","19.0","0.0","4.0","4.0","0.0","15.0","15.0","0.0","23.0","23.0","0.0"
"MD-500","Cumberland/Allegany County CoC","96.0","77.0","19.0","48.0","33.0","15.0","48.0","44.0","4.0","11.0","3.0","8.0","11.0","3.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"MD-501","Baltimore City CoC","2796.0","2459.0","337.0","2193.0","1856.0","337.0","603.0","603.0","0.0","556.0","388.0","168.0","541.0","373.0","168.0","15.0","15.0","0.0","373.0","338.0","35.0","176.0","150.0","26.0","15.0","12.0","3.0","161.0","138.0","23.0","49.0","49.0","0.0","0.0","0.0","0.0","49.0","49.0","0.0","80.0","80.0","0.0"
"MD-502","Harford County CoC","210.0","207.0","3.0","78.0","75.0","3.0","132.0","132.0","0.0","51.0","48.0","3.0","45.0","42.0","3.0","6.0","6.0","0.0","6.0","6.0","0.0","20.0","20.0","0.0","8.0","8.0","0.0","12.0","12.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","8.0","8.0","0.0"
"MD-503","Annapolis/Anne Arundel County CoC","335.0","287.0","48.0","224.0","176.0","48.0","111.0","111.0","0.0","71.0","46.0","25.0","71.0","46.0","25.0","0.0","0.0","0.0","28.0","24.0","4.0","8.0","5.0","3.0","0.0","0.0","0.0","8.0","5.0","3.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0"
"MD-504","Howard County CoC","166.0","123.0","43.0","83.0","43.0","40.0","83.0","80.0","3.0","35.0","18.0","17.0","28.0","11.0","17.0","7.0","7.0","0.0","3.0","2.0","1.0","6.0","5.0","1.0","0.0","0.0","0.0","6.0","5.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","4.0","4.0","0.0"
"MD-505","Baltimore County CoC","745.0","450.0","295.0","433.0","214.0","219.0","312.0","236.0","76.0","213.0","73.0","140.0","164.0","60.0","104.0","49.0","13.0","36.0","43.0","14.0","29.0","20.0","13.0","7.0","0.0","0.0","0.0","20.0","13.0","7.0","13.0","8.0","5.0","0.0","0.0","0.0","13.0","8.0","5.0","19.0","13.0","6.0"
"MD-506","Carroll County CoC","140.0","129.0","11.0","72.0","66.0","6.0","68.0","63.0","5.0","32.0","23.0","9.0","25.0","21.0","4.0","7.0","2.0","5.0","4.0","3.0","1.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MD-507","Cecil County CoC","191.0","156.0","35.0","144.0","114.0","30.0","47.0","42.0","5.0","32.0","14.0","18.0","29.0","14.0","15.0","3.0","0.0","3.0","76.0","74.0","2.0","2.0","1.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0"
"MD-508","Charles, Calvert, St.Mary's Counties CoC","981.0","412.0","569.0","547.0","243.0","304.0","434.0","169.0","265.0","425.0","161.0","264.0","330.0","130.0","200.0","95.0","31.0","64.0","40.0","19.0","21.0","129.0","46.0","83.0","20.0","0.0","20.0","109.0","46.0","63.0","12.0","6.0","6.0","0.0","0.0","0.0","12.0","6.0","6.0","15.0","9.0","6.0"
"MD-509","Frederick City & County CoC","311.0","251.0","60.0","181.0","121.0","60.0","130.0","130.0","0.0","89.0","38.0","51.0","89.0","38.0","51.0","0.0","0.0","0.0","13.0","5.0","8.0","18.0","9.0","9.0","0.0","0.0","0.0","18.0","9.0","9.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","2.0","0.0"
"MD-510","Garrett County CoC","9.0","9.0","0.0","2.0","2.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MD-511","Mid-Shore Regional CoC","158.0","123.0","35.0","105.0","76.0","29.0","53.0","47.0","6.0","22.0","12.0","10.0","22.0","12.0","10.0","0.0","0.0","0.0","9.0","6.0","3.0","11.0","7.0","4.0","0.0","0.0","0.0","11.0","7.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MD-512","Hagerstown/Washington County CoC","201.0","164.0","37.0","148.0","114.0","34.0","53.0","50.0","3.0","54.0","38.0","16.0","47.0","31.0","16.0","7.0","7.0","0.0","34.0","32.0","2.0","10.0","8.0","2.0","2.0","0.0","2.0","8.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MD-513","Wicomico/Somerset/Worcester County CoC","326.0","278.0","48.0","259.0","211.0","48.0","67.0","67.0","0.0","51.0","27.0","24.0","51.0","27.0","24.0","0.0","0.0","0.0","26.0","23.0","3.0","19.0","17.0","2.0","1.0","1.0","0.0","18.0","16.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"MD-600","Prince George`s County/Maryland CoC","625.0","472.0","153.0","268.0","148.0","120.0","357.0","324.0","33.0","43.0","14.0","29.0","25.0","8.0","17.0","18.0","6.0","12.0","35.0","20.0","15.0","23.0","9.0","14.0","8.0","1.0","7.0","15.0","8.0","7.0","18.0","18.0","0.0","0.0","0.0","0.0","18.0","18.0","0.0","27.0","27.0","0.0"
"MD-601","Montgomery County CoC","1100.0","997.0","103.0","598.0","495.0","103.0","502.0","502.0","0.0","162.0","113.0","49.0","156.0","107.0","49.0","6.0","6.0","0.0","24.0","20.0","4.0","27.0","25.0","2.0","0.0","0.0","0.0","27.0","25.0","2.0","32.0","32.0","0.0","0.0","0.0","0.0","32.0","32.0","0.0","55.0","55.0","0.0"
"ME-500","Maine Balance of State CoC","2372.0","2313.0","59.0","1219.0","1170.0","49.0","1153.0","1143.0","10.0","217.0","203.0","14.0","193.0","179.0","14.0","24.0","24.0","0.0","151.0","142.0","9.0","146.0","145.0","1.0","18.0","18.0","0.0","128.0","127.0","1.0","56.0","55.0","1.0","0.0","0.0","0.0","56.0","55.0","1.0","67.0","65.0","2.0"
"MI-500","Michigan Balance of State CoC","1745.0","1523.0","222.0","939.0","750.0","189.0","806.0","773.0","33.0","56.0","37.0","19.0","52.0","33.0","19.0","4.0","4.0","0.0","94.0","76.0","18.0","271.0","233.0","38.0","61.0","57.0","4.0","210.0","176.0","34.0","42.0","41.0","1.0","0.0","0.0","0.0","42.0","41.0","1.0","57.0","55.0","2.0"
"MI-501","Detroit CoC","2597.0","2446.0","151.0","1964.0","1813.0","151.0","633.0","633.0","0.0","263.0","183.0","80.0","213.0","133.0","80.0","50.0","50.0","0.0","486.0","480.0","6.0","185.0","175.0","10.0","22.0","21.0","1.0","163.0","154.0","9.0","74.0","74.0","0.0","0.0","0.0","0.0","74.0","74.0","0.0","115.0","115.0","0.0"
"MI-502","Dearborn/Dearborn Heights/Westland/Wayne County CoC","333.0","322.0","11.0","151.0","140.0","11.0","182.0","182.0","0.0","7.0","6.0","1.0","7.0","6.0","1.0","0.0","0.0","0.0","17.0","16.0","1.0","16.0","14.0","2.0","6.0","6.0","0.0","10.0","8.0","2.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","12.0","12.0","0.0"
"MI-503","St. Clair Shores/Warren/Macomb County CoC","450.0","381.0","69.0","340.0","271.0","69.0","110.0","110.0","0.0","39.0","16.0","23.0","39.0","16.0","23.0","0.0","0.0","0.0","51.0","49.0","2.0","85.0","78.0","7.0","1.0","1.0","0.0","84.0","77.0","7.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","10.0","10.0","0.0"
"MI-504","Pontiac/Royal Oak/Oakland County CoC","485.0","389.0","96.0","315.0","219.0","96.0","170.0","170.0","0.0","51.0","48.0","3.0","48.0","45.0","3.0","3.0","3.0","0.0","13.0","13.0","0.0","30.0","29.0","1.0","4.0","4.0","0.0","26.0","25.0","1.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","16.0","16.0","0.0"
"MI-505","Flint/Genesee County CoC","488.0","308.0","180.0","338.0","167.0","171.0","150.0","141.0","9.0","95.0","18.0","77.0","90.0","13.0","77.0","5.0","5.0","0.0","46.0","28.0","18.0","57.0","42.0","15.0","13.0","12.0","1.0","44.0","30.0","14.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","9.0","9.0","0.0"
"MI-506","Grand Rapids/Wyoming/Kent County CoC","912.0","886.0","26.0","473.0","447.0","26.0","439.0","439.0","0.0","50.0","43.0","7.0","50.0","43.0","7.0","0.0","0.0","0.0","95.0","91.0","4.0","55.0","54.0","1.0","16.0","16.0","0.0","39.0","38.0","1.0","33.0","33.0","0.0","0.0","0.0","0.0","33.0","33.0","0.0","56.0","56.0","0.0"
"MI-507","Portage/Kalamazoo City & County CoC","568.0","560.0","8.0","217.0","209.0","8.0","351.0","351.0","0.0","22.0","22.0","0.0","10.0","10.0","0.0","12.0","12.0","0.0","7.0","7.0","0.0","44.0","42.0","2.0","12.0","12.0","0.0","32.0","30.0","2.0","20.0","20.0","0.0","0.0","0.0","0.0","20.0","20.0","0.0","33.0","33.0","0.0"
"MI-508","Lansing/East Lansing/Ingham County CoC","418.0","365.0","53.0","293.0","240.0","53.0","125.0","125.0","0.0","78.0","54.0","24.0","75.0","51.0","24.0","3.0","3.0","0.0","51.0","47.0","4.0","24.0","18.0","6.0","3.0","3.0","0.0","21.0","15.0","6.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","19.0","19.0","0.0"
"MI-509","Ann Arbor/Washtenaw County CoC","372.0","292.0","80.0","309.0","229.0","80.0","63.0","63.0","0.0","89.0","64.0","25.0","79.0","54.0","25.0","10.0","10.0","0.0","49.0","44.0","5.0","17.0","13.0","4.0","1.0","1.0","0.0","16.0","12.0","4.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0"
"MI-510","Saginaw City & County CoC","308.0","289.0","19.0","190.0","176.0","14.0","118.0","113.0","5.0","24.0","23.0","1.0","19.0","18.0","1.0","5.0","5.0","0.0","16.0","15.0","1.0","23.0","23.0","0.0","1.0","1.0","0.0","22.0","22.0","0.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","17.0","17.0","0.0"
"MI-511","Lenawee County CoC","128.0","110.0","18.0","55.0","51.0","4.0","73.0","59.0","14.0","19.0","16.0","3.0","13.0","13.0","0.0","6.0","3.0","3.0","6.0","6.0","0.0","14.0","13.0","1.0","2.0","2.0","0.0","12.0","11.0","1.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","4.0","4.0","0.0"
"MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","302.0","265.0","37.0","226.0","189.0","37.0","76.0","76.0","0.0","49.0","26.0","23.0","49.0","26.0","23.0","0.0","0.0","0.0","10.0","9.0","1.0","42.0","40.0","2.0","8.0","8.0","0.0","34.0","32.0","2.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","5.0","5.0","0.0"
"MI-513","Marquette, Alger Counties CoC","79.0","77.0","2.0","42.0","40.0","2.0","37.0","37.0","0.0","6.0","4.0","2.0","6.0","4.0","2.0","0.0","0.0","0.0","11.0","10.0","1.0","7.0","6.0","1.0","0.0","0.0","0.0","7.0","6.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0"
"MI-514","Battle Creek/Calhoun County CoC","285.0","226.0","59.0","189.0","142.0","47.0","96.0","84.0","12.0","43.0","26.0","17.0","43.0","26.0","17.0","0.0","0.0","0.0","58.0","44.0","14.0","13.0","12.0","1.0","0.0","0.0","0.0","13.0","12.0","1.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","4.0","4.0","0.0"
